image_id,url,category,lab type,unsafe,details,gpt reason,certainty
image0022.jpg,https://dlg7f0e93aole.cloudfront.net/wp-content/uploads/shutterstock_470081633-400x187.jpg,PPE,Biology,0.0,,"The image shows a biology lab where four researchers are working closely together, observing something on a screen and near a microscope. The lab is mostly safe, with lab coats and goggles in use. ",
image0023.jpg,https://us.123rf.com/450wm/dotshock/dotshock1212/dotshock121200542/16885357-group-of-scientists-working-at-the-laboratory.jpg,PPE,Biology,0.0,,"The image shows a biology lab with three researchers in lab coats and hairnets, working near a microscope. The lab appears safe with appropriate PPE for the current activity and a well-organized workspace. There are no evident safety violations, and the environment matches typical standards for biological research settings.",
image0025.jpg,https://www.nadejda-bg.net/sites/default/files/styles/370x248/public/laborant.jpeg?itok=dSGaKvrx,PPE,Biology,0.0,,"The image shows a chemistry lab scene where the individual is wearing appropriate PPE, including gloves, a lab coat, and safety goggles, while handling a flask with a blue liquid. The lab appears safe overall, with no evident safety violations.",
image0026.jpg,https://static1.bigstockphoto.com/thumbs/5/3/9/large2/93553640.jpg,PPE,Chemistry,0.0,,"The image shows a Chemistry lab setting where a person is carefully observing a blue liquid in a round-bottom flask. The lab appears safe, with full PPE including gloves, a protective suit, and a respirator. No workspace or procedural violations are evident.",
image0027.jpg,https://www.acenet.edu/PublishingImages/Photo-Library/CUNY-Stonybrook.JPG?RenditionID=12,PPE,Chemistry,0.0,,The image shows a chemistry lab setting where a student is carefully observing liquid levels in a graduated cylinder. The scene appears safe—PPE is correctly used. There are no apparent violations of standard procedures or workspace organization.,0.0
image0028.jpg,https://s3.wp.wsu.edu/uploads/sites/734/2017/09/wsu-reu-program-2017-students-Zach-2-1700h-396x528.jpg,PPE,Chemistry,0.0,,"The image shows a chemistry lab where a researcher is using instrumentation while wearing proper PPE, including a lab coat, gloves, and safety glasses. This lab scene is safe with no violations observed.",0.0
image0030.jpg,https://static3.bigstockphoto.com/thumbs/7/3/9/large2/93740525.jpg,PPE,Chemistry,0.0,,"The image shows a chemistry lab with an individual safely handling a flask of blue liquid while wearing a hazmat suit, gloves, and a gas mask. The lab setup is clean, organized, and exhibits strict adherence to chemical safety protocols, with no observed PPE, SOP, or WO violations.",
image0031.jpg,https://www.cecil.edu/wp-content/uploads/featured-stem.jpg,PPE,Chemistry,0.0,,"The image shows a chemistry student leaning over the bench, smiling while taking notes or making observations. He is properly outfitted with chemical-splash goggles, a blue nitrile glove, and a lab apron, and the surrounding area looks tidy. Because essential PPE is in place and no risky behaviors or clutter are visible, the scene is considered safe overall.",
image0032.jpg,https://static1.bigstockphoto.com/thumbs/2/4/9/large2/94294310.jpg,PPE,Biology,0.0,,"The image shows a person in a Biology or Chemistry lab, smiling while working on a laptop. She is wearing appropriate PPE including a lab coat and safety goggles. Based on the visible elements, the scene appears safe, with no immediate SOP or workspace hazards apparent. ",
image0035.jpg,https://ak.picdn.net/offset/photos/59a4742d17fb156e48069f4e/medium/offset_606086.jpg?DFghwDcb,PPE,Biology,0.0,,"The image shows a person working in a chemistry lab, handling a vial while wearing gloves, goggles, and a lab coat. The lab appears to be in safe condition, with appropriate PPE and controlled handling of materials. ",
image0036.jpg,https://science-math.wright.edu/sites/science-math.wright.edu/files/i-cosm-chem-programs.jpg,PPE,Chemistry,0.0,,"The image shows a person working in a chemistry lab, wearing full PPE including a lab coat, gloves, and safety goggles while handling glassware. The workspace is organized and procedures seem to be followed properly, making the environment appear safe with no apparent safety issues.",
image0037.jpg,https://www.thebalancemoney.com/thmb/9TatVGTn0-oCkM9ietxPCYtiXao=/300x200/filters:saturation(0.2):brightness(10):contrast(5):no_upscale()/GettyImages-556421599-56a50a793df78cf7728608c6.jpg,PPE,Chemistry,0.0,,"The image shows a person working in a chemistry lab, wearing goggles and a lab coat while examining something closely. The scene is safe, as he wears gloves, goggles, and a lab coat. ",0.0
image0038.jpg,https://static3.bigstockphoto.com/thumbs/5/3/9/large2/93503348.jpg,PPE,Biology,0.0,,"The image shows a person working in what appears to be a biology lab, examining a specimen with a microscope. The scene seems largely safe, with proper use of eye protection, gloves, and good technique. ",
image0039.jpg,https://t1.ftcdn.net/jpg/00/19/71/90/240_F_19719049_KsdB35gxK1Dlgy3z0bP8yeDo2JkZdEQo.jpg,PPE,Chemistry,0.0,,"The image shows a researcher at a pipetting station in a biology lab. All visible PPE—including safety goggles, a lab‐appropriate smock, and neatly secured hair—is worn.",
image0040.jpg,https://medschool.cuanschutz.edu/images/librariesprovider31/default-album/research-20642b98ee5302864d9a5bfff0a001ce385.jpg?sfvrsn=8d91eab9_0,PPE,Biology,0.0,,"The image shows a researcher in a biology lab handling a small sample. The lab appears safe with proper PPE usage (mask, goggles, gloves, lab coat). No unsafe activities or conditions are visible in the scene.",
image0041.jpg,https://st4.depositphotos.com/1000975/19731/i/950/depositphotos_197319516-stock-photo-male-biochemist-working-in-the.jpg,PPE,Biology,0.0,,"The image shows a researcher in a biology lab irrigating a plant sprig in a test tube while wearing a lab coat, gloves, and safety goggles. The workstation is orderly, the required PPE is in place, and no hazardous practices or disorganized conditions are evident, so the scene is assessed as safe overall.",
image0042.jpg,https://ssl.c.photoshelter.com/img-get2/I0000b_8jhi4PSJo/fill=/fit=200x200/I0000b_8jhi4PSJo.jpg,PPE,Biology,0.0,,"The image shows a researcher in a biology lab wearing a lab coat and working in a tidy environment. The lab scene is safe, with appropriate use of a lab coat and a well-organized workspace. No safety issues are visible.",
image0043.jpg,https://thumbs.dreamstime.com/x/male-researcher-laboratory-8082510.jpg,PPE,Chemistry,0.0,,"The image shows a researcher in a chemistry lab attentively observing a flask containing a pink liquid. The scene appears safe, with the individual wearing appropriate PPE, including goggles, a lab coat, and at least one glove. No immediate hazards or unsafe conditions are visible.",
image0044.jpg,https://us.123rf.com/450wm/lightpoet/lightpoet1709/lightpoet170900027/85708699-hands-of-a-researcher-carrying-out-scientific-research-in-a-lab.jpg?ver=6,PPE,Biology,0.0,,"The image shows a researcher in a lab coat and gloves working in a biology lab, handling a sample. The lab appears safe based on the visible adherence to personal protective equipment standards. No apparent safety violations are evident in this specific scene.",
image0045.jpg,https://thumbs.dreamstime.com/t/young-scientists-making-test-research-lab-science-chemistry-biology-pharmacy-people-concept-pipette-flask-56987393.jpg,PPE,Chemistry,0.0,,"The image shows two people in a chemistry lab examining flasks with chemical solutions. The lab scene is safe, with proper PPE and a well-organized workspace. No unsafe activities or conditions are observed.",0.0
image0046.jpg,https://st3.depositphotos.com/12039412/15465/i/450/depositphotos_154654032-stock-photo-scientists-in-white-coats-in.jpg,PPE,Chemistry,0.0,,"The image shows two scientists in a Chemistry lab, dressed in appropriate PPE including lab coats, gloves, and safety glasses. The environment appears clean and organized, with no signs of hazardous activities or SOP violations. Overall, the lab scene is safe and professional.",
image0048.jpg,https://cdn.shopify.com/s/files/1/1482/3060/files/science-behind-weighted-blanket_large.jpg?v=1526920316,PPE,Biology,0.0,,"The individual is working in a biology lab environment with proper PPE. She is wearing safety goggles and a lab coat, which suggests compliance with basic safety requirements. There are no visible PPE violations in this image.",
image0050.jpg,https://source.colostate.edu/wp-content/uploads/2021/03/zabelLab2_1200.jpg,PPE,Biology,0.0,,"The scene depicts a biology lab in which the researchers are wearing appropriate PPE (lab coat, gloves, goggles, and mask) and working at a well-organized table. No unsafe practices or workspace hazards are apparent.",
image0051.jpg,https://i0.wp.com/cdn-prod.medicalnewstoday.com/content/images/articles/322/322682/female-genetic-scientists-in-a-lab.jpg?w=1155&h=1541,PPE,Biology,0.0,,"The scene depicts a genetics-focused biology lab and appears safe overall, with correct use of PPE (lab coats, gloves, safety goggles) and an organized workspace. No deviations from standard operating procedures or workspace organization issues are apparent.",
image0052.jpg,https://img.resized.co/siliconrepublic/eyJkYXRhIjoie1widXJsXCI6XCJodHRwczpcXFwvXFxcL3d3dy5zaWxpY29ucmVwdWJsaWMuY29tXFxcL3dwLWNvbnRlbnRcXFwvdXBsb2Fkc1xcXC8yMDIwXFxcLzAzXFxcL2tzdC5qcGVnXCIsXCJ3aWR0aFwiOjExMDAsXCJoZWlnaHRcIjo2MDAsXCJkZWZhdWx0XCI6XCJodHRwczpcXFwvXFxcL3d3dy5zaWxpY29ucmVwdWJsaWMuY29tXFxcL3dwLWNvbnRlbnRcXFwvdXBsb2Fkc1xcXC8yMDE0XFxcLzEyXFxcLzIwMTMwMlxcXC9wdXp6bGUuanBnXCIsXCJvcHRpb25zXCI6W119IiwiaGFzaCI6ImE0ZDA5YTRkN2JhNjEzY2U0OGNiZTBiZDk0MThmNmRmMDA4YzYwNzkifQ==/kst.jpeg,PPE,Biology,0.0,,"The scene shows a chem-lab technician inserting a sample tube into a bank of dissolution or analytical testers. This chemistry laboratory setup appears safe: she is wearing a lab coat, chemical splash goggles, and nitrile gloves, and her workstation is tidy with equipment arranged correctly. No unsafe behaviors or conditions are visible.",
image0053.jpg,https://www.hghprescription.com/blood-vials-and-injection-images/female-lab-technician-testing-blood-sample-in-test-tube.webp,PPE,Biology,0.0,,"The technician is working in a biology or clinical lab, handling a blood sample. PPE use is appropriate: gloves, safety goggles, and protective clothing are all present. There are no visible PPE violations.",
image0054.jpg,https://live.staticflickr.com/7818/47012133152_747b2aa7e6_b.jpg,PPE,Biology,0.0,,"This appears to be a biology lab workstation, with a safe scene. The researcher wears a lab coat and nitrile gloves, which is proper attire in the lab.",
image0055.jpg,https://c8.alamy.com/comp/CPYN74/laboratory-technicians-at-work-in-medical-plant-with-machinery-and-CPYN74.jpg,PPE,Biology,0.0,,"This appears to be a biology-focused clean‐room or pharmaceutical processing lab, and the scene is safe overall. All personnel are wearing appropriate PPE (hair nets, masks, gowns, gloves), and the workspace and equipment are well organized without visible SOP deviations or clutter.",
image0056.jpg,https://today.ucsd.edu/news_uploads/Microbial_cell_factory_strigolactones-3.jpg,PPE,Biology,0.0,,"This appears to be a biology/biochemistry lab where a researcher is handling a microbial culture in a shake flask. The scene is safe: the individual is wearing appropriate PPE (lab coat, gloves, safety glasses), and there are no visible SOP or workspace organization violations.",
image0059.jpg,https://today.ucsd.edu/news_uploads/beg_lab_705x.jpg,PPE,EE,0.0,,"This appears to be an Electrical Engineering or Physics/Materials Science laboratory, likely involving vacuum systems or laser instrumentation. The lab scene is assessed as safe, with the operator wearing proper PPE including a lab coat and protective eyewear. The workspace is orderly and there are no visible immediate safety hazards.",
image0060.jpg,https://www.universityofcalifornia.edu/sites/default/files/2023-09/living-material-cleanup-2.jpeg,PPE,Biology,0.0,,"This biology lab scene appears safe overall, with the researcher correctly wearing a lab coat, gloves, and safety goggles, and with equipment (pipettes and reagents) properly organized on the bench. There are no visible SOP breaches or workspace organization issues.",
image0061.jpg,https://www.thebvnewspaper.com/wp-content/uploads/2022/03/Science-Lab.jpg,PPE,Chemistry,0.0,,This biology lab scene is safe: both individuals are using appropriate PPE.,
image0062.jpg,https://thumb1.shutterstock.com/image-photo/stock-photo-a-researcher-is-doing-his-chemical-lab-research-at-laboratory-450w-246898984.jpg,PPE,Biology,0.0,,"This biology lab scene shows a researcher handling plant samples with all essential PPE in place: gloves, goggles, mask, lab coat, and a hair covering. The scene appears safe from a PPE perspective, with no observed violations.",
image0063.jpg,https://static3.bigstockphoto.com/thumbs/8/4/1/large2/148029695.jpg,PPE,Biology,0.0,,This biology lab scene shows a researcher working with a microscope while maintaining proper PPE and an organized workspace. The individual is fully compliant with PPE protocols and the bench is clear of clutter or hazardous arrangement. No safety concerns were identified based on PPE or workspace organization.,0.0
image0064.jpg,https://images.stockcake.com/public/d/f/8/df888371-966c-41da-a639-849e86ccbec3/robotic-arm-calibration-stockcake.jpg,PPE,EE,0.0,,"This EE robotics lab scene appears safe overall. The operator is wearing proper PPE (lab coat and safety glasses) and the workspace is well-organized around the robotic arm, with no SOP violations or workspace hazards evident.
",
image0065.jpg,https://live.staticflickr.com/7900/47210076201_4d0cc4159b_b.jpg,PPE,Chemistry,0.0,,"This image depicts a chemistry laboratory, specifically in an analytical setting. The lab environment appears safe overall, with the individual wearing correct PPE including a lab coat, gloves, and safety goggles, and working in a well-organized workspace. There are no apparent deviations from standard laboratory safety practices in this scene.",
image0067.jpg,https://static3.bigstockphoto.com/thumbs/9/0/1/large2/109965968.jpg,PPE,Chemistry,0.0,,"This image depicts two individuals in a cleanroom environment, likely a chemistry lab involving sterile or pharmaceutical processes. From a PPE perspective, the scene appears safe: both individuals are wearing full-body protective suits and safety goggles, and at least one has visible gloves.",
image0068.jpg,"https://storage-prtl-co.imgix.net/endor/articles/2744/images/1570517800_ani-kolleshi-7jjnj-qa9fy-unsplash.jpg?max-w=660&max-h=532&fit=crop&auto=format,compress&q=40",PPE,Biology,0.0,,"This image shows a biology lab setting where a researcher is carefully inspecting a small sample. The environment appears safe, with proper PPE including a lab coat, gloves, and a mask in use. The workspace is organized, and no unsafe practices are visible in the scene.",0.0
image0070.jpg,https://images.pexels.com/photos/9574495/pexels-photo-9574495.jpeg,PPE,Biology,0.0,,"This image shows a biology lab, where the individual is appropriately attired in PPE including a hair cover, mask, gloves, and protective gown, suggesting a sterile work process. The workspace appears organized and clean, and no safety concerns are evident, making this a safe laboratory scene.",
image0071.jpg,https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvZmw0NDg4NDk3NTY0Mi1pbWFnZS1rcDUzaTBmMi5qcGc.jpg,PPE,Chemistry,0.0,,"This image shows a chemistry lab in which the researcher is wearing appropriate PPE (lab coat, gloves, goggles) and working with a well-clamped glassware setup, making the scene appear safe. There are no visible SOP violations or workspace organization issues.",
image0072.jpg,https://t2.ftcdn.net/jpg/00/66/88/81/240_F_66888197_mVkU959Uf6sSbKXd3EUsAb717MmwzbVc.jpg,PPE,Biology,0.0,,"This image shows a chemistry lab scene where a gloved individual in a lab coat is holding a flask with red liquid while recording notes. The scene appears safe overall, with proper gloves and lab coat.",
image0073.jpg,https://us.123rf.com/450wm/elnur/elnur1906/elnur190610075/125466007-chemist-working-in-the-laboratory-with-hazardous-chemicals.jpg?ver=6,PPE,Biology,0.0,,"This image shows a chemistry lab setting where a researcher is examining a blue liquid in a test tube. The lab appears safe, with all critical PPE in place, including goggles, gloves, and a protective suit. No procedural or organizational hazards are evident.",
image0074.jpg,https://science.gmu.edu/sites/default/files/styles/small_header/public/2020-05/TristanDanielRosemary.jpg?itok=Dsk0K1vj,PPE,Chemistry,0.0,,"This image shows a chemistry lab where all three individuals are wearing appropriate PPE (lab coats, gloves, goggles) and working at a clear, organized bench. The workspace appears orderly with equipment properly set up, resulting in a safe laboratory environment.",
image0075.jpg,https://capitalprojects.mit.edu/sites/default/files/styles/project_full_540x348/public/icl_01-nMass_Microsystems%20Technology%20Laboratories-Tony%20Rinaldo.jpg,PPE,EE,0.0,,"This image shows a cleanroom Electrical Engineering lab, likely involved in microelectronics or semiconductor fabrication. The scene appears safe, with personnel wearing full cleanroom PPE and maintaining a well-organized and controlled workspace. No violations of PPE, SOP, or WO are observed.",
image0076.jpg,https://image.shutterstock.com/image-photo/stock-photo-a-female-medical-or-scientific-researcher-or-woman-doctor-looking-at-a-clear-solution-in-a-450w-53469007.jpg,PPE,Chemistry,0.0,,"This image shows a researcher in a chemistry lab carefully examining a test tube with a clear solution. The scene is safe, with proper PPE including gloves, goggles, and a mask being worn. No unsafe conditions or workspace issues are visible in the image.",0.0
image0077.jpg,https://news.bbcimg.co.uk/media/images/60544000/jpg/_60544542_robot0171.jpg,PPE,EE,0.0,,"This image shows a robotics/EE lab where two students and an instructor are interacting with industrial robotic arms. It appears safe, with proper PPE (lab coats and goggles) and good workspace organization. The individuals are engaged in observation and handling of components without exposure to moving machinery, minimizing risks.",
image0078.jpg,https://us.123rf.com/450wm/wavebreakmediamicro/wavebreakmediamicro1210/wavebreakmediamicro121002444/15591767-three-laboratory-technicians-standing-in-lab-as-a-team.jpg,PPE,Biology,0.0,,"This image shows three lab technicians in a laboratory environment, all wearing appropriate PPE. The full-body suits, gloves, masks, and eye protection indicate high compliance with safety protocols, likely in a sterile biology setting. No PPE issues are observed.",
image0079.jpg,https://t1.ftcdn.net/jpg/00/52/48/86/400_F_52488643_NPWTn0VvAqxsn2ZGO0W9oeyMook3MiJa.jpg,PPE,Biology,0.0,,"This image shows two individuals in a biology laboratory, likely examining a specimen or slide near a microscope. The lab appears safe, with proper use of lab coats, safety goggles, and gloves. There are no visible signs of safety violations in PPE, standard procedures, or workspace organization.",
image0080.jpg,https://media.istockphoto.com/photos/scientists-working-together-in-lab-picture-id618725044?k=6&m=618725044&s=612x612&w=0&h=B_oa8OrhaX8XoI_hXYYkSHnM2h5J5tCJQ2HZA5b_H0Q=,PPE,Chemistry,0.0,,"This image shows two individuals in a chemistry lab, both engaged in discussing something on a tablet while one holds a test tube. The lab appears generally safe, with proper eye and body protection. The main points of note are one person not wearing gloves while near chemical materials and the use of a tablet in the workspace, which could pose minor risks if chemicals are actively in use.",0.0
image0081.jpg,https://us.123rf.com/450wm/wavebreakmediamicro/wavebreakmediamicro1107/wavebreakmediamicro110718917/10197887-two-female-scientists-looking-at-the-camera-while-standing-in-a-lab.jpg,PPE,Chemistry,0.0,,This image shows two people in a chemistry lab wearing lab coats and safety goggles. The lab appears safe with proper PPE use and no visible safety issues or workspace hazards.,
image0083.jpg,https://bioengineer.org/wp-content/uploads/2024/03/This-injectable-hydrogel-mitigates-damage-to-the-right-ventricle-of.jpeg,PPE,Biology,0.0,,"This is a biological research lab in which the researcher is wearing appropriate PPE: a buttoned lab coat, splash-proof goggles, and gloves. The bench is orderly, containers are closed, and no obvious procedural or organizational hazards are visible, so the workspace is assessed as safe overall.",
image0084.jpg,https://st5.depositphotos.com/3441621/65806/i/600/depositphotos_658067340-stock-photo-woman-researcher-surrounded-medical-vials.jpg,PPE,Biology,0.0,,"This is a biology lab and it appears safe. The researcher is wearing appropriate PPE (gloves, lab coat, safety goggles, and mask) and the workspace is well organized with sample vials neatly arranged.",
image0085.jpg,https://t1.ftcdn.net/jpg/00/52/59/84/400_F_52598459_wsseuGqkYYJR3daQQ02TfJQrQOdqIZH5.jpg,PPE,Biology,0.0,,"This is a biology lab scene involving microscopy, where the individual is working in a sterile environment. The lab appears safe, with full PPE (protective suit, gloves, face mask, and goggles). No unsafe practices are visible in this image.",
image0086.jpg,https://thumb7.shutterstock.com/image-photo/stock-photo-male-scientist-using-microscope-in-laboratory-450w-244515841.jpg,PPE,Biology,0.0,,"This is a biology lab scene showing a researcher properly using a microscope while wearing full PPE (gloves, safety glasses, lab coat, and face mask). The scene appears safe, with no violations of PPE standards.",
image0087.jpg,https://api.careers.govt.nz/assets/Benchmarks/_resampled/ScaleWidthWyI5MDAiXQ/lab-education.jpg,PPE,Biology,0.0,,"This is a biology lab setting where a group of students is attentively observing an instructor demonstrating a procedure. The scene is PPE-compliant: all participants wear lab coats and safety goggles, though missing gloves may be a hazard depending on the types of substances being handled. Overall, the personal protective equipment usage in this lab appears safe.",
image0088.jpg,https://i1.pickpik.com/photos/57/30/452/microbiologist-scientist-pathologist-laboratory-thumb.jpg,PPE,Chemistry,0.0,,"This is a Biology lab where the individual is engaged in a safe practice, wearing proper PPE and working in an organized environment. The use of a biosafety cabinet and full-body suit indicates precautions for handling potentially hazardous biological materials.",
image0090.jpg,https://www.universityofcalifornia.edu/sites/default/files/dna-origami-uc-san-diego.jpg,PPE,Biology,0.0,,"This is a biology lab, likely focused on molecular biology or biochemistry. The scene appears safe overall, with students wearing lab coats, gloves, and goggles, working in an organized manner with proper use of pipettes and tube racks. No immediate PPE, SOP, or workspace organization concerns are evident in this image.",
image0092.jpg,https://jnj-content-lab.brightspotcdn.com/dims4/default/38f7f0d/2147483647/strip/true/crop/1184x666+128+0/resize/910x512!/quality/90/?url=https%3A%2F%2Fjnj-content-lab.brightspotcdn.com%2F6d%2Fdd%2Fd2090aec47c4b822dcbcc775fe23%2Flede-1.jpg,PPE,Biology,0.0,,"This is a biology laboratory scene where several individuals are engaged in sterile work at a biosafety cabinet. The lab environment appears safe, with proper use of PPE, adherence to standard operating procedures, and a clean, organized workspace. No visible safety violations are noted.",
image0093.jpg,https://www.universityofcalifornia.edu/sites/default/files/dna-origami-uc-san-diego-2.jpg,PPE,Biology,0.0,,"This is a biology laboratory where two researchers are working with samples, likely involving molecular or biochemical procedures. The lab scene appears safe overall: both individuals are wearing appropriate PPE (lab coats, gloves, and safety glasses), and the workspace is reasonably organized. No immediate safety hazards are evident.",
image0094.jpg,https://i1.pickpik.com/photos/137/165/148/lab-laboratory-research-scientific-thumb.jpg,PPE,Biology,0.0,,"This is a Biology/Research lab, and it appears to be safe overall. The primary focus here is on computer analysis and microscopy. There are no apparent safety violations or issues related to workspace clutter or personal protective equipment, though gloves and goggles might be needed depending on the tasks being performed.",
image0095.jpg,https://www.greeneru.com/wp-content/uploads/2025/01/Medical-Schools-in-the-USA-1024x603-1.jpg,PPE,Biology,0.0,,"This is a Chemistry (or Biochemistry) laboratory, and the scene appears safe overall. The individuals are using proper PPE including lab coats, gloves, goggles, and masks, and there are no obvious issues with workspace organization or procedure that indicate a safety risk.",
image0096.jpg,https://t2.ftcdn.net/jpg/00/67/60/71/240_F_67607184_EkjCUR4gv3wLnDZQ1KOrY6EUoZ348kLD.jpg,PPE,Chemistry,0.0,,"This is a chemistry lab scene in which a person is inspecting a red liquid in a conical flask. The environment appears safe, as the individual is wearing full PPE including gloves, goggles, a mask, and a lab coat, and is handling the flask properly.",
image0097.jpg,https://soeadm.ucsd.edu/uploads/JSOETools/News/2020/ucsd-testing-for-heavy-metals-in-water-2-300px.jpg,PPE,Biology,0.0,,"This is a chemistry lab scene that appears to be safe overall. The individual is wearing appropriate PPE, including a lab coat, gloves, and safety glasses, while operating a centrifuge. The workspace is organized, and there are no visible hazards or unsafe practices.",
image0098.jpg,https://img1.pixel-shot.com/small/8/a/5/f/8a5fab7d3d77207196e334915164b557.JPG,PPE,Chemistry,0.0,,"This is a chemistry lab where the individual is handling a beaker while wearing comprehensive PPE including gloves, goggles, a face mask, and a full-body suit. The lab appears safe with no visible violations in PPE, SOP, or workspace organization.",
